id,customer_id,order_date,total_amount
216,4864,2025-06-08 00:00:00,619
217,1504,2025-11-19 00:00:00,470
218,2612,2025-03-05 00:00:00,527
219,1854,2025-02-18 00:00:00,948
220,959,2025-08-25 00:00:00,660
221,5101,2025-04-08 00:00:00,358
222,6573,2025-11-03 00:00:00,1050
223,2087,2025-09-20 00:00:00,282
224,7981,2025-11-17 00:00:00,932
225,7877,2026-01-01 00:00:00,720
226,7879,2026-02-09 00:00:00,404
227,8402,2025-03-11 00:00:00,473
228,7146,2025-05-06 00:00:00,1073
229,5462,2025-06-07 00:00:00,706
230,2716,2025-09-14 00:00:00,427
231,1091,2025-08-10 00:00:00,876
232,9769,2025-06-11 00:00:00,333
233,7733,2025-05-26 00:00:00,902
234,226,2025-12-12 00:00:00,1041
235,7446,2026-03-15 00:00:00,982
236,4498,2026-03-19 00:00:00,1095
237,7962,2025-06-23 00:00:00,929
238,9379,2025-09-25 00:00:00,893
239,8122,2025-11-06 00:00:00,567
240,6137,2026-01-07 00:00:00,700
241,9444,2025-10-27 00:00:00,907
242,9809,2025-07-06 00:00:00,834
243,8387,2025-11-03 00:00:00,892
244,5942,2025-12-25 00:00:00,244
245,9307,2025-12-23 00:00:00,684
246,7381,2025-08-03 00:00:00,428
247,8851,2026-01-10 00:00:00,937
248,27,2026-02-20 00:00:00,1008
249,7412,2025-06-20 00:00:00,739
250,4320,2025-02-21 00:00:00,912
251,4107,2025-07-26 00:00:00,192
252,7525,2025-04-15 00:00:00,124
253,1063,2026-01-28 00:00:00,270
254,1950,2026-02-04 00:00:00,175
255,9105,2026-01-04 00:00:00,745
256,534,2026-02-28 00:00:00,283
257,5500,2025-03-17 00:00:00,429
258,3908,2025-08-06 00:00:00,292
259,1262,2026-01-23 00:00:00,870
260,3194,2025-05-25 00:00:00,1034
261,302,2025-04-25 00:00:00,122
262,6984,2026-01-28 00:00:00,311
263,4829,2025-03-29 00:00:00,455
264,7729,2025-10-04 00:00:00,607
265,5118,2025-10-24 00:00:00,841
266,8743,2025-04-15 00:00:00,159
267,5694,2025-10-06 00:00:00,102
268,3571,2026-01-27 00:00:00,883
269,2391,2026-02-14 00:00:00,609
270,5902,2025-03-21 00:00:00,226
271,4059,2025-05-16 00:00:00,462
272,699,2025-04-22 00:00:00,342
273,2453,2025-04-08 00:00:00,502
274,2745,2025-10-07 00:00:00,302
275,6387,2025-03-16 00:00:00,211
276,1352,2025-01-05 00:00:00,503
277,2660,2026-03-23 00:00:00,306
278,1407,2026-03-12 00:00:00,1074
279,4834,2025-03-03 00:00:00,490
280,1867,2025-06-13 00:00:00,208
281,2674,2025-09-05 00:00:00,711
282,4559,2025-01-09 00:00:00,434
283,8886,2025-12-16 00:00:00,504
284,8666,2025-02-07 00:00:00,428
285,9681,2025-06-23 00:00:00,262
286,9068,2025-07-12 00:00:00,770
287,2438,2025-10-28 00:00:00,648
288,9495,2025-05-12 00:00:00,697
289,5540,2025-10-13 00:00:00,294
290,2892,2026-01-25 00:00:00,1001
291,5584,2025-07-16 00:00:00,968
292,6766,2026-03-27 00:00:00,914
293,1887,2025-04-26 00:00:00,928
294,3039,2025-07-01 00:00:00,149
295,3952,2025-02-21 00:00:00,390
296,9022,2025-07-22 00:00:00,335
297,8237,2025-11-30 00:00:00,216
298,129,2025-05-25 00:00:00,995
299,2291,2025-02-17 00:00:00,992
300,3874,2025-12-08 00:00:00,321
301,7829,2026-03-21 00:00:00,613
302,5450,2025-07-05 00:00:00,194
303,2615,2026-02-04 00:00:00,798
304,4085,2025-05-19 00:00:00,524
305,2156,2025-12-10 00:00:00,639
306,8807,2025-03-18 00:00:00,543
307,3510,2025-05-18 00:00:00,243
308,8809,2025-01-29 00:00:00,407
309,2427,2025-04-21 00:00:00,794
310,205,2025-11-18 00:00:00,194
311,3167,2025-12-23 00:00:00,860
312,3591,2025-02-05 00:00:00,871
313,9806,2025-01-08 00:00:00,777
314,6785,2025-06-16 00:00:00,226
315,1711,2025-06-07 00:00:00,302
316,5015,2025-02-06 00:00:00,972
317,8110,2025-07-10 00:00:00,927
318,9452,2026-01-21 00:00:00,969
319,8767,2025-04-03 00:00:00,1080
320,8274,2025-02-06 00:00:00,691
321,9814,2025-05-13 00:00:00,524
322,4362,2026-03-16 00:00:00,982
323,2219,2025-10-20 00:00:00,131
324,6348,2025-06-27 00:00:00,1010
325,7690,2025-01-04 00:00:00,793
326,6521,2025-02-14 00:00:00,724
327,9305,2025-08-14 00:00:00,567
328,1865,2025-04-03 00:00:00,954
329,7913,2025-04-21 00:00:00,160
330,2566,2026-02-05 00:00:00,426
331,7329,2025-12-30 00:00:00,432
332,5862,2025-04-24 00:00:00,505
333,1318,2025-07-01 00:00:00,982
334,5872,2025-06-30 00:00:00,782
335,1693,2025-07-21 00:00:00,715
336,411,2025-08-24 00:00:00,289
337,6933,2025-04-20 00:00:00,112
338,4914,2025-02-27 00:00:00,803
339,2661,2025-09-17 00:00:00,119
340,1298,2025-09-07 00:00:00,290
341,2066,2025-01-02 00:00:00,292
342,9995,2025-05-14 00:00:00,1031
343,3131,2025-11-23 00:00:00,560
344,2391,2025-12-19 00:00:00,207
345,9444,2025-03-06 00:00:00,898
346,3308,2025-05-10 00:00:00,108
347,689,2025-05-02 00:00:00,647
348,4595,2025-11-06 00:00:00,618
349,6940,2026-01-06 00:00:00,908
350,1450,2025-02-18 00:00:00,153
351,3288,2025-10-31 00:00:00,922
352,2236,2025-11-28 00:00:00,383
353,7212,2026-02-01 00:00:00,975
354,715,2025-08-13 00:00:00,769
355,3191,2025-08-01 00:00:00,619
356,2450,2025-09-25 00:00:00,693
357,9217,2025-12-16 00:00:00,923
358,164,2025-12-13 00:00:00,270
359,9256,2025-05-01 00:00:00,495
360,5564,2026-01-23 00:00:00,784
361,1802,2026-03-31 00:00:00,1070
362,702,2025-08-12 00:00:00,423
363,2371,2025-01-04 00:00:00,704
364,4722,2026-02-28 00:00:00,805
365,46,2026-01-05 00:00:00,225
366,9006,2025-01-10 00:00:00,988
367,9219,2025-03-07 00:00:00,829
368,1887,2025-08-12 00:00:00,959
369,947,2025-06-18 00:00:00,658
370,940,2025-08-21 00:00:00,1036
371,7464,2025-12-15 00:00:00,618
372,5513,2025-01-09 00:00:00,509
373,2321,2025-12-22 00:00:00,432
374,1560,2025-01-11 00:00:00,280
375,890,2026-02-10 00:00:00,130
376,3400,2025-12-23 00:00:00,105
377,8874,2026-03-03 00:00:00,872
378,2410,2025-12-18 00:00:00,626
379,6836,2025-07-13 00:00:00,509
380,1474,2025-06-20 00:00:00,633
381,3685,2025-05-19 00:00:00,915
382,716,2026-01-08 00:00:00,654
383,5302,2025-10-01 00:00:00,757
384,6715,2026-01-25 00:00:00,1061
385,9675,2025-12-06 00:00:00,274
386,6465,2025-08-12 00:00:00,943
387,4685,2025-09-23 00:00:00,242
388,5225,2026-01-21 00:00:00,547
389,3206,2025-11-05 00:00:00,115
390,9789,2025-01-09 00:00:00,930
391,160,2025-12-12 00:00:00,980
392,340,2026-02-01 00:00:00,990
393,2024,2025-05-18 00:00:00,675
394,503,2025-06-10 00:00:00,1042
395,6645,2025-10-08 00:00:00,224
396,9316,2026-02-16 00:00:00,415
397,7860,2025-10-08 00:00:00,106
398,2361,2025-04-02 00:00:00,947
399,9933,2025-06-06 00:00:00,916
400,9983,2026-02-05 00:00:00,670
401,539,2025-08-05 00:00:00,631
402,3521,2025-05-12 00:00:00,725
403,2653,2026-03-03 00:00:00,179
404,5172,2025-04-02 00:00:00,732
405,5857,2025-07-22 00:00:00,858
406,3730,2025-01-16 00:00:00,416
407,8894,2025-02-06 00:00:00,1036
408,9383,2025-03-05 00:00:00,682
409,2562,2025-08-03 00:00:00,1003
410,4377,2025-10-08 00:00:00,309
411,914,2025-08-31 00:00:00,756
412,9076,2025-06-11 00:00:00,515
413,9262,2026-01-31 00:00:00,171
414,2188,2025-09-04 00:00:00,204
415,7136,2025-07-05 00:00:00,891
416,7027,2025-11-25 00:00:00,1071
417,2402,2025-07-28 00:00:00,566
418,9083,2026-01-18 00:00:00,995
419,6898,2025-05-25 00:00:00,448
420,8533,2025-10-30 00:00:00,233
421,5069,2026-02-03 00:00:00,376
422,1775,2025-10-21 00:00:00,172
423,9057,2025-05-23 00:00:00,1006
424,2723,2026-01-19 00:00:00,107
425,5134,2025-10-14 00:00:00,650
426,2366,2025-09-28 00:00:00,896
427,9223,2025-12-19 00:00:00,408
428,7618,2025-11-03 00:00:00,443
429,6709,2025-09-17 00:00:00,221
430,9001,2026-02-02 00:00:00,718
431,7042,2025-07-19 00:00:00,494
432,5761,2025-08-10 00:00:00,280
433,307,2025-04-25 00:00:00,816
434,4685,2025-01-04 00:00:00,337
435,4792,2025-06-07 00:00:00,198
436,6495,2026-03-04 00:00:00,655
437,9614,2025-04-14 00:00:00,1011
438,8305,2025-03-21 00:00:00,862
439,6723,2025-10-28 00:00:00,536
440,6505,2026-02-15 00:00:00,869
441,8290,2025-11-03 00:00:00,180
442,4018,2025-05-20 00:00:00,627
443,7837,2025-11-12 00:00:00,422
444,4757,2026-02-28 00:00:00,530
445,8461,2025-08-12 00:00:00,912
446,767,2025-09-19 00:00:00,622
447,7041,2025-08-15 00:00:00,619
448,6879,2025-03-15 00:00:00,488
449,6596,2025-11-17 00:00:00,499
450,4875,2025-12-23 00:00:00,431
451,9628,2025-10-03 00:00:00,1007
452,7976,2025-08-27 00:00:00,847
453,1960,2025-12-08 00:00:00,833
454,3849,2025-03-06 00:00:00,832
455,4295,2025-10-17 00:00:00,954
456,2689,2025-11-09 00:00:00,858
457,5528,2025-10-20 00:00:00,145
458,697,2025-09-25 00:00:00,773
459,8190,2025-04-08 00:00:00,764
460,6027,2026-03-22 00:00:00,1095
461,8883,2025-10-25 00:00:00,217
462,4975,2025-11-28 00:00:00,310
463,481,2026-03-06 00:00:00,163
464,5697,2025-06-07 00:00:00,680
465,8970,2025-02-20 00:00:00,900
466,1953,2026-01-18 00:00:00,177
467,1029,2025-05-04 00:00:00,501
468,7129,2025-03-23 00:00:00,953
469,13,2025-05-30 00:00:00,1082
470,6484,2025-03-12 00:00:00,535
471,6040,2025-12-11 00:00:00,1093
472,7280,2025-01-19 00:00:00,858
473,433,2026-02-22 00:00:00,682
474,1537,2025-12-27 00:00:00,758
475,5224,2025-08-16 00:00:00,842
476,5136,2025-06-30 00:00:00,180
477,5490,2025-02-06 00:00:00,304
478,8941,2026-02-25 00:00:00,191
479,1573,2025-11-29 00:00:00,114
480,4368,2025-09-29 00:00:00,605
481,4832,2025-04-21 00:00:00,889
482,2259,2025-04-17 00:00:00,558
483,9433,2025-03-06 00:00:00,670
484,58,2026-03-01 00:00:00,299
485,5554,2025-08-10 00:00:00,746
486,6667,2025-09-06 00:00:00,953
487,9896,2025-02-20 00:00:00,723
488,5987,2025-10-18 00:00:00,842
489,2809,2025-07-25 00:00:00,476
490,8980,2025-01-26 00:00:00,983
491,3077,2025-03-07 00:00:00,724
492,9853,2025-10-06 00:00:00,750
493,108,2025-03-12 00:00:00,498
494,9600,2025-06-05 00:00:00,536
495,4945,2025-08-01 00:00:00,620
496,7391,2025-04-06 00:00:00,862
497,4076,2025-07-31 00:00:00,201
498,7728,2026-02-23 00:00:00,895
499,974,2025-10-31 00:00:00,678
500,7218,2026-01-03 00:00:00,272
501,4093,2025-09-06 00:00:00,366
502,6776,2026-03-24 00:00:00,578
503,2342,2025-12-26 00:00:00,1031
504,5298,2025-10-04 00:00:00,862
505,7258,2025-01-07 00:00:00,765
506,2786,2025-09-16 00:00:00,569
507,8328,2025-06-21 00:00:00,197
508,4750,2026-03-15 00:00:00,843
509,406,2025-07-02 00:00:00,110
510,2681,2025-04-08 00:00:00,788
511,1711,2025-09-22 00:00:00,885
512,223,2025-11-18 00:00:00,1062
513,8138,2025-12-29 00:00:00,805
514,1069,2026-02-14 00:00:00,500
515,4773,2025-02-19 00:00:00,199
516,780,2025-12-29 00:00:00,635
517,4617,2025-08-26 00:00:00,1033
518,2514,2025-10-11 00:00:00,898
519,9664,2025-03-24 00:00:00,812
520,7273,2025-01-04 00:00:00,638
521,3095,2026-02-06 00:00:00,642
522,7116,2025-07-27 00:00:00,140
523,5334,2026-02-22 00:00:00,279
524,3249,2026-01-04 00:00:00,392
525,3213,2025-12-07 00:00:00,618
526,250,2025-03-04 00:00:00,928
527,2513,2025-03-23 00:00:00,135
528,2159,2025-02-19 00:00:00,165
529,5267,2025-02-17 00:00:00,853
530,9029,2025-11-09 00:00:00,502
531,3784,2026-03-14 00:00:00,603
532,3683,2025-05-08 00:00:00,871
533,1502,2025-06-09 00:00:00,282
534,3883,2025-07-15 00:00:00,1078
535,9310,2025-08-07 00:00:00,181
536,1273,2025-02-21 00:00:00,625
537,7824,2025-07-20 00:00:00,988
538,7753,2025-02-19 00:00:00,856
539,8199,2025-08-05 00:00:00,891
540,4072,2025-04-09 00:00:00,914
541,4969,2025-05-10 00:00:00,1097
542,5958,2025-02-17 00:00:00,681
543,934,2026-03-16 00:00:00,511
544,8392,2025-07-30 00:00:00,134
545,8429,2025-08-24 00:00:00,894
546,6584,2025-10-18 00:00:00,725
547,9016,2025-07-27 00:00:00,942
548,1961,2025-11-26 00:00:00,1087
549,2451,2026-02-15 00:00:00,710
550,959,2025-08-11 00:00:00,580
551,577,2026-03-11 00:00:00,889
552,105,2025-03-18 00:00:00,520
553,4914,2025-09-30 00:00:00,334
554,102,2026-01-26 00:00:00,468
555,5620,2025-09-20 00:00:00,795
556,7380,2025-01-06 00:00:00,393
557,311,2025-03-23 00:00:00,153
558,8703,2025-07-20 00:00:00,591
559,2029,2025-03-25 00:00:00,760
560,3178,2025-08-16 00:00:00,219
561,2851,2025-02-18 00:00:00,782
562,1428,2025-04-01 00:00:00,546
563,3598,2025-03-10 00:00:00,289
564,7368,2025-03-14 00:00:00,996
565,8219,2026-02-06 00:00:00,175
566,1832,2025-11-13 00:00:00,527
567,7827,2025-07-20 00:00:00,348
568,6837,2025-11-08 00:00:00,186
569,3062,2025-01-09 00:00:00,423
570,4363,2025-09-12 00:00:00,1057
571,1259,2025-10-23 00:00:00,595
572,9691,2025-01-27 00:00:00,105
573,6095,2026-03-04 00:00:00,1033
574,7211,2025-05-17 00:00:00,1012
575,9120,2026-01-27 00:00:00,240
576,438,2025-04-15 00:00:00,1045
577,4950,2026-01-11 00:00:00,303
578,8498,2025-05-03 00:00:00,487
579,1300,2026-01-09 00:00:00,1098
580,9487,2025-04-06 00:00:00,817
581,4001,2025-08-03 00:00:00,205
582,3110,2025-06-19 00:00:00,491
583,4826,2025-09-30 00:00:00,226
584,8801,2025-11-23 00:00:00,705
585,8265,2025-07-26 00:00:00,302
586,9073,2025-07-03 00:00:00,1021
587,4026,2025-08-31 00:00:00,969
588,610,2025-09-02 00:00:00,1092
589,4878,2026-01-21 00:00:00,763
590,4979,2025-08-15 00:00:00,858
591,1089,2025-10-07 00:00:00,1096
592,7204,2025-12-17 00:00:00,563
593,8458,2025-03-02 00:00:00,388
594,1713,2025-12-25 00:00:00,616
595,1838,2025-11-01 00:00:00,557
596,2211,2025-06-13 00:00:00,546
597,2599,2025-04-10 00:00:00,378
598,8411,2025-12-17 00:00:00,230
599,1287,2025-06-02 00:00:00,1032
600,7439,2026-01-15 00:00:00,123
601,5740,2025-04-28 00:00:00,296
602,9500,2026-01-30 00:00:00,569
603,7760,2026-03-21 00:00:00,1096
604,7553,2025-03-24 00:00:00,689
605,6124,2025-11-22 00:00:00,644
606,3520,2025-06-14 00:00:00,166
607,1838,2025-03-17 00:00:00,328
608,7093,2025-06-23 00:00:00,993
609,5568,2025-12-16 00:00:00,1096
610,491,2025-12-22 00:00:00,531
611,9150,2026-01-25 00:00:00,206
612,7224,2025-08-22 00:00:00,657
613,9547,2025-03-02 00:00:00,627
614,4789,2025-05-30 00:00:00,772
615,2314,2025-10-05 00:00:00,1079
616,5347,2026-02-24 00:00:00,514
617,7950,2025-12-04 00:00:00,636
618,2275,2026-01-07 00:00:00,869
619,7092,2026-03-24 00:00:00,372
620,3765,2025-03-01 00:00:00,217
621,9783,2025-05-22 00:00:00,366
622,9551,2025-12-01 00:00:00,906
623,6702,2025-10-24 00:00:00,858
624,9007,2026-03-25 00:00:00,715
625,6705,2025-06-28 00:00:00,271
626,7114,2025-12-12 00:00:00,781
627,846,2026-02-02 00:00:00,947
628,2199,2025-08-16 00:00:00,427
629,6644,2025-09-03 00:00:00,905
630,1543,2026-03-23 00:00:00,386
631,9026,2025-10-10 00:00:00,715
632,8339,2025-11-20 00:00:00,153
633,4791,2025-12-09 00:00:00,1060
634,6927,2025-10-12 00:00:00,991
635,7717,2025-07-13 00:00:00,172
636,1297,2025-03-28 00:00:00,455
637,4847,2025-11-21 00:00:00,636
638,5366,2025-02-27 00:00:00,139
639,7384,2025-06-18 00:00:00,742
640,5114,2025-09-06 00:00:00,989
641,7641,2025-12-25 00:00:00,551
642,3401,2025-02-18 00:00:00,568
643,2151,2025-12-02 00:00:00,765
644,3783,2025-05-09 00:00:00,1037
645,272,2026-03-08 00:00:00,414
646,2351,2026-01-10 00:00:00,830
647,634,2025-11-12 00:00:00,500
648,7960,2026-01-29 00:00:00,440
649,8391,2025-08-31 00:00:00,902
650,7203,2025-06-26 00:00:00,183
651,5296,2025-10-26 00:00:00,480
652,8841,2026-03-20 00:00:00,463
653,5393,2025-02-14 00:00:00,394
654,523,2025-12-31 00:00:00,717
655,1315,2025-02-06 00:00:00,606
656,3564,2025-07-07 00:00:00,193
657,910,2026-03-12 00:00:00,392
658,9385,2025-07-02 00:00:00,702
659,319,2026-02-08 00:00:00,1085
660,4372,2026-01-14 00:00:00,257
661,3341,2025-07-25 00:00:00,212
662,335,2025-01-08 00:00:00,111
663,4924,2025-02-05 00:00:00,330
664,4764,2025-03-22 00:00:00,977
665,6064,2025-02-07 00:00:00,1081
666,9376,2025-04-08 00:00:00,675
667,2619,2025-06-04 00:00:00,1031
668,4683,2026-03-29 00:00:00,511
669,5675,2025-09-20 00:00:00,946
670,3713,2025-04-23 00:00:00,392
671,153,2026-02-26 00:00:00,722
672,8631,2026-03-02 00:00:00,122
673,8930,2025-04-09 00:00:00,841
674,641,2025-01-13 00:00:00,372
675,9642,2025-09-12 00:00:00,534
676,8347,2025-12-25 00:00:00,476
677,4103,2025-02-04 00:00:00,866
678,3983,2025-02-05 00:00:00,852
679,1930,2026-03-25 00:00:00,173
680,6960,2025-05-14 00:00:00,890
681,6613,2025-03-24 00:00:00,690
682,5960,2025-07-23 00:00:00,167
683,6891,2025-01-26 00:00:00,345
684,9095,2026-03-16 00:00:00,610
685,9957,2025-06-20 00:00:00,923
686,2423,2025-03-23 00:00:00,844
687,7802,2025-04-16 00:00:00,763
688,9269,2025-12-13 00:00:00,596
689,6012,2025-09-16 00:00:00,901
690,1638,2026-02-20 00:00:00,562
691,9460,2025-12-21 00:00:00,290
692,5174,2025-04-26 00:00:00,137
693,3787,2026-03-06 00:00:00,692
